cover_id,original_id,lcs_similarity,levenshtein_similarity,pitch_hist_similarity,dtw_distance,is_correct
6,58,0.901408,0.825806,0.399034,,0
6,59,0.917563,0.853333,0.826689,,0
6,60,0.886598,0.796296,0.829311,,0
6,61,0.793333,0.690058,0.742099,,0
6,62,0.775758,0.636816,0.399793,,0
6,63,0.777108,0.635468,0.392071,,0
6,64,0.791411,0.654822,0.765767,,0
6,65,0.848684,0.737143,0.635026,,0
6,66,0.834951,0.716667,0.521091,,0
6,67,0.805031,0.677249,0.431278,,0
6,68,0.795031,0.663212,0.805147,,0
6,69,0.798762,0.664948,0.911620,,0
6,70,0.834951,0.716667,0.882900,,0
6,71,0.857143,0.750000,0.557703,,0
6,72,0.898955,0.816456,0.904508,,0
6,73,0.797048,0.753521,0.960521,,0
6,74,0.763314,0.617225,0.919759,,0
6,75,0.803738,0.671875,0.438094,,0
6,76,0.962687,0.928058,0.742632,,0
6,77,0.937729,0.888889,0.458426,,0
6,78,0.779456,0.638614,0.800937,,0
6,79,0.803738,0.671875,0.958666,,0
6,80,0.819048,0.693548,0.585687,,0
7,1,0.842105,0.796407,0.841800,,0
7,2,0.867797,0.766467,0.713360,,0
7,3,0.700000,0.676301,0.880480,,0
7,4,0.918919,0.886228,0.822054,,0
7,5,0.805195,0.742515,0.907209,,0
7,6,0.929412,0.895954,0.857429,,0
7,7,0.755102,0.664671,0.612996,31.324040567050197,1
7,8,0.820779,0.724771,0.761366,,0
7,9,0.850949,0.772277,0.646415,,0
7,10,0.847826,0.776119,0.618616,,0
7,11,0.903409,0.848649,0.820999,,0
7,12,0.766551,0.652695,0.628491,,0
7,13,0.771014,0.735955,0.769423,,0
7,14,0.924528,0.874251,0.680198,,0
7,15,0.889610,0.820359,0.475755,,0
7,16,0.943620,0.900000,0.549911,,0
7,17,0.852547,0.766990,0.795092,,0
7,18,0.887006,0.818182,0.547278,,0
7,19,0.760291,0.634146,0.602954,,0
7,20,0.884507,0.835106,0.595124,,0
7,21,0.895349,0.870056,0.951774,,0
7,22,0.840108,0.767327,0.761779,,0
7,23,0.820988,0.790419,0.489914,,0
7,24,0.915888,0.868263,0.592528,,0
7,25,0.926829,0.898204,0.664051,,0
7,26,0.806202,0.709091,0.621472,,0
7,27,0.875000,0.800995,0.931405,,0
7,28,0.903790,0.852273,0.843128,,0
7,29,0.784689,0.653386,0.836235,,0
7,30,0.794872,0.695067,0.658787,,0
7,31,0.888252,0.846154,0.622045,,0
7,32,0.801303,0.736527,0.709165,,0
7,33,0.929825,0.891429,0.711847,,0
7,34,0.831579,0.737089,0.434294,,0
7,35,0.890805,0.850829,0.552099,,0
7,36,0.794872,0.695067,0.898198,,0
7,37,0.930233,0.892655,0.503025,,0
7,38,0.884146,0.850299,0.800390,,0
7,39,0.889503,0.815385,0.657767,,0
7,40,0.891803,0.808383,0.884670,,0
7,41,0.924855,0.893855,0.829433,,0
7,42,0.802030,0.696035,0.683067,,0
7,43,0.911243,0.877193,0.629962,,0
7,44,0.821429,0.715556,0.673633,,0
7,45,0.828338,0.760000,0.845059,,0
7,46,0.930931,0.904192,0.637999,,0
7,47,0.893258,0.841270,0.618808,,0
7,48,0.893855,0.837696,0.835840,,0
7,49,0.831804,0.790419,0.641508,,0
7,50,0.822622,0.720721,0.503145,,0
7,51,0.838710,0.760976,0.852575,,0
7,52,0.903226,0.838323,0.477582,,0
7,53,0.918605,0.887006,0.849715,,0
7,54,0.908571,0.852459,0.664906,,0
7,55,0.902208,0.856287,0.848117,,0
7,56,0.895954,0.849162,0.630696,,0
7,57,0.870270,0.793103,0.552377,,0
7,58,0.944099,0.904192,0.376789,,0
7,59,0.889590,0.844311,0.658365,,0
7,60,0.930091,0.892216,0.832454,,0
7,61,0.739645,0.695906,0.750770,,0
7,62,0.847826,0.776119,0.486865,,0
7,63,0.854054,0.778325,0.380656,,0
7,64,0.884615,0.817259,0.881937,,0
7,65,0.877193,0.817143,0.858632,,0
7,66,0.910663,0.872222,0.428725,,0
7,67,0.893258,0.835979,0.447098,,0
7,68,0.861111,0.803109,0.871142,,0
7,69,0.880886,0.819588,0.884148,,0
7,70,0.893372,0.855556,0.953932,,0
7,71,0.926254,0.877907,0.493821,,0
7,72,0.929231,0.886228,0.846828,,0
7,73,0.731392,0.676647,0.653216,,0
7,74,0.840426,0.751196,0.938181,,0
7,75,0.869081,0.812500,0.391639,,0
7,76,0.875817,0.802395,0.852978,,0
7,77,0.887460,0.820359,0.427166,,0
7,78,0.845528,0.772277,0.900571,,0
7,79,0.896936,0.838542,0.807662,,0
7,80,0.895184,0.844086,0.840442,,0
8,1,0.873065,0.820359,0.650247,,0
8,2,0.867797,0.766467,0.854248,,0
8,3,0.752941,0.710983,0.861525,,0
8,4,0.906907,0.868263,0.862864,,0
8,5,0.824675,0.760479,0.887290,,0
8,6,0.905882,0.861272,0.788060,,0
8,7,0.782313,0.688623,0.744421,,0
8,8,0.810390,0.715596,0.637594,38.028325329422124,1
8,9,0.861789,0.787129,0.704933,,0
8,10,0.820652,0.751244,0.668015,,0
8,11,0.875000,0.827027,0.808866,,0
8,12,0.780488,0.664671,0.570351,,0
8,13,0.805797,0.741573,0.822306,,0
8,14,0.930818,0.886228,0.602193,,0
8,15,0.902597,0.826347,0.391627,,0
8,16,0.919881,0.876471,0.780773,,0
8,17,0.836461,0.757282,0.765749,,0
8,18,0.887006,0.818182,0.524835,,0
8,19,0.736077,0.617886,0.560936,,0
8,20,0.878873,0.819149,0.483366,,0
8,21,0.883721,0.853107,0.843233,,0
8,22,0.829268,0.752475,0.809325,,0
8,23,0.833333,0.784431,0.357460,,0
8,24,0.915888,0.862275,0.511933,,0
8,25,0.908537,0.892216,0.713096,,0
8,26,0.795866,0.700000,0.546370,,0
8,27,0.858696,0.786070,0.840681,,0
8,28,0.880466,0.829545,0.827124,,0
8,29,0.760766,0.633466,0.843255,,0
8,30,0.774359,0.677130,0.638209,,0
8,31,0.871060,0.835165,0.414415,,0
8,32,0.801303,0.736527,0.885070,,0
8,33,0.906433,0.874286,0.760028,,0
8,34,0.826316,0.732394,0.222378,,0
8,35,0.862069,0.828729,0.512115,,0
8,36,0.774359,0.677130,0.847206,,0
8,37,0.901163,0.864407,0.523494,,0
8,38,0.871951,0.790419,0.705248,,0
8,39,0.878453,0.810256,0.644715,,0
8,40,0.891803,0.814371,0.787215,,0
8,41,0.907514,0.871508,0.767684,,0
8,42,0.796954,0.691630,0.819488,,0
8,43,0.905325,0.871345,0.699859,,0
8,44,0.795918,0.693333,0.613926,,0
8,45,0.811989,0.745000,0.830832,,0
8,46,0.912913,0.892216,0.713355,,0
8,47,0.865169,0.814815,0.605100,,0
8,48,0.871508,0.816754,0.684459,,0
8,49,0.862385,0.796407,0.715912,,0
8,50,0.812339,0.711712,0.413147,,0
8,51,0.817204,0.741463,0.912881,,0
8,52,0.890323,0.826347,0.255173,,0
8,53,0.889535,0.853107,0.748263,,0
8,54,0.880000,0.808743,0.635695,,0
8,55,0.914826,0.856287,0.937441,,0
8,56,0.890173,0.854749,0.723335,,0
8,57,0.848649,0.773399,0.441409,,0
8,58,0.937888,0.886228,0.299526,,0
8,59,0.902208,0.850299,0.503203,,0
8,60,0.917933,0.874251,0.730151,,0
